Ativo,Valor_1,Valor_2,Valor_3,Valor_4,Valor_5,Valor_6,Valor_7,Valor_8,Valor_9,Valor_10,Valor_11,Valor_12,Valor_13,Valor_14,Valor_15,Valor_16,Valor_17,Valor_18,Valor_19,Valor_20,Valor_21,Valor_22,Valor_23
BRFS3,"63,51 Bilhões",40,9.22,2.2,-4.65,-0.66,9.0393856244939,21.01,2.3487575740667,-88.820763569411,22.122432054365,5.29477417594,23.89,6.03,"35,35 Bilhões","4,28 Bilhões",9.98,25.23,"12,98 Bilhões",1.24,0.55569974149842,3.43,Consumo não Cíclico
VIVT3,"56,69 Bilhões",70,15.84,1.33,62.6,5.04,28.969169394518,27.74,27.616091416667,-0.44667838259913,28.680023535555,3.3886933509553,8.38,10.07,"90,47 Bilhões","5,72 Bilhões",5.62,3.69,"8,19 Bilhões",0.3,6.0799697194508,3.38,Telecomunicações
RDOR3,"51,35 Bilhões",80,20.6,3.36,23,19.081949416855,36.74,10.2098717595,-72.210474252858,20.912819035223,-43.078881232382,16.33,7.95,"84,11 Bilhões","4,17 Bilhões",29.63,55.41,"39,99 Bilhões",1.51,2.1145518695478,1.9,Saúde,
SUZB3,"49,50 Bilhões",40,-70.68,1.75,42.4,2.33,3.9177277179236,53.05,21.031635276667,-60.355070166509,-100,-2.47,-1.92,"67,06 Bilhões","-916,56 Milhões",10.2,"16,43 Bilhões",2.37,2.3684953210502,3.79,Materiais Básicos,,
NEOE3,"48,79 Bilhões",60,8.36,0.87,87.98,15.47,24.988084315645,24.18,12.794222563667,-47.087582449682,42.555214134111,75.993441414851,10.38,7.19,"29,35 Bilhões","3,57 Bilhões",8.81,4.2,"6,01 Bilhões",1.51,4.3845470148443,3.19,Utilidade Pública
EQTL3,"47,18 Bilhões",70,15.08,1.74,139.26,11.29,24.667966336243,37.31,9.1968725615333,-75.350113745555,34.534613071526,-7.4387213306727,11.53,6.55,"46,57 Bilhões","3,89 Bilhões",21.4,2.47,"10,50 Bilhões",2.03,1.9113516721548,2.14,Utilidade Pública
CSNA3,"44,88 Bilhões",40,-4.62,0.93,50.58,5.18,-32.219747587231,9.13,25.790286256771,182.47849131184,-100,-20.03,-5.84,"12,11 Bilhões","-1,79 Bilhão",8.34,"18,82 Bilhões",4.07,9.9435474795731,6.06,Materiais Básicos,,
BPAC11,"43,98 Bilhões",100,12.55,2.57,311.8,15.2,18.545103739288,40.01,9.9464935633333,-75.139981096393,33.451042584649,-16.393295214574,20.45,27.8,"201,18 Bilhões","12,23 Bilhões",27.22,30.1,"1,59 Bilhão",2.226423639627,2.11,Financeiro,
BPAC3,"43,98 Bilhões",90,21.36,4.37,375.85,18.54,33.688071097508,22.7,3.3154921333333,-85.394307782673,11.136426715962,-50.940851471533,20.45,27.8,"201,18 Bilhões","12,23 Bilhões",27.22,30.1,"1,59 Bilhão",1.4179069090514,1.23,Financeiro,
BPAC5,"43,98 Bilhões",90,8.11,1.66,241.36,12.68,2.9406426725435,8.62,3.3154964666667,-61.537163959783,11.136426715962,29.192885335986,20.45,27.8,"201,18 Bilhões","12,23 Bilhões",27.22,30.1,"1,59 Bilhão",2.9862945943587,3.36,Financeiro,
CSAN3,"43,77 Bilhões",40,-1.29,1.8,-45.21,6,-44.634282526984,7.6,7.7162393,1.5294644736842,-100,-139.63,-25.18,"14,19 Bilhões","-10,36 Bilhões",26.51,"14,81 Bilhões",8.5,3.0279912318036,5.92,"Petróleo, Gás e Biocombustíveis",,
CPFE3,"43,12 Bilhões",70,8.86,2.12,140.19,15.45,29.495504795323,41,47.947233973333,16.94447310569,44.851078582348,9.3928745910927,23.97,12.37,"47,24 Bilhões","5,62 Bilhões",6.89,8.69,"4,05 Bilhões",1.27,9.0614253618854,6.96,Utilidade Pública
SIMH3,"42,45 Bilhões",30,-18.42,1.54,1.39,-21.22947544344,4.98,3.1132680333333,-37.48457764391,-100,-8.36,-0.56,"4,35 Bilhões","15,25 Milhões",34.05,-47.9,"13,74 Bilhões",20.98,2.4382150539789,1.41,Financeiro,,
ELET3,"41,88 Bilhões",50,9.97,0.8,118.05,1.5,18.974749313854,41.89,23.933868366333,-42.864959736613,70.543390902338,68.401506092953,7.98,23.14,"101,96 Bilhões","9,70 Bilhões",7.57,8.71,"30,85 Bilhões",0.58,3.5359389857882,4.17,Utilidade Pública
ELET5,"41,88 Bilhões",40,17.85,1.42,123.57,0,-22.335524951224,75,48.329225026867,-35.561033297511,70.543390902338,-5.9421454635493,7.98,23.14,"101,96 Bilhões","9,70 Bilhões",7.57,8.71,"30,85 Bilhões",0.58,4.3216379554846,3.24,Utilidade Pública
ELET6,"41,88 Bilhões",60,11.13,0.89,142.81,2.76,18.458543132112,46.75,37.3615708343,-20.082201423957,70.543390902338,50.894953801793,7.98,23.14,"101,96 Bilhões","9,70 Bilhões",7.57,8.71,"30,85 Bilhões",0.58,5.8393572447554,4.12,Utilidade Pública
CMIG3,"40,61 Bilhões",90,6.17,1.55,394.96,8.64,30.821878839394,15.1,23.266219789867,54.080925760709,23.183372274111,53.532266715967,25.09,17.25,"14,44 Bilhões","7,01 Bilhões",9.99,19.58,"4,70 Bilhões",0.55,7.3476656005151,12.44,Utilidade Pública
CMIG4,"40,61 Bilhões",90,4.38,1.1,288.47,10.1,19.844902385515,10.72,23.870028023867,122.66817186443,23.183372274111,116.26280106447,25.09,17.25,"14,44 Bilhões","7,01 Bilhões",9.99,19.58,"4,70 Bilhões",0.55,10.203535426301,17.52,Utilidade Pública
WEGE3,"40,03 Bilhões",100,29.79,8.76,155.26,-3.29,13.077818893134,44.44,9.3695912213333,-78.916311383138,13.037321427348,-70.663093097777,29.42,15.64,"186,53 Bilhões","6,58 Bilhões",18.04,22.39,"5,66 Bilhões",0.15,1.2506570697556,1.76,Bens Industriais
RADL3,"39,82 Bilhões",100,21.56,3.91,-21.67,-28.44,-46.121039649206,14.76,4.44964249,-69.853370663957,7.6048668627399,-48.476511770055,18.13,2.95,"25,36 Bilhões","1,18 Bilhão",14.69,18.93,"470,18 Milhões",0.49,0.94400463702435,2.53,Saúde
RENT3,"38,72 Bilhões",70,23.45,1.71,29.54,3.5,-10.744984721715,41.66,18.646343003333,-55.241615450473,31.273327293398,-24.932003616423,7.28,4.97,"45,10 Bilhões","1,92 Bilhão",30.31,12.9,"8,17 Bilhões",1.62,2.230197343758,3.94,Consumo Cíclico
MGLU3,"38,19 Bilhões",30,16.43,0.63,-93,-2.65,-36.751659964941,9.64,4.1067442833333,-57.398918222684,14.284143306478,48.175760440643,3.82,1.14,"7,12 Bilhões","433,56 Milhões",5.53,2.05,"1,73 Bilhão",0.4,0.082874370996842,3.06,Consumo Cíclico
BEEF3,"38,08 Bilhões",50,-2.62,-4.83,-50.27,-30.09,-25.894134477825,5.18,8.3055814876667,60.339410958817,-100,-184.64,-3.16,"3,15 Bilhões","-1,19 Bilhão",14.43,"11,87 Bilhões",-42.2,4.9672652883725,Consumo não Cíclico,,,
SBSP3,"38,01 Bilhões",100,7.98,2.13,236.98,12.97,58.263097853303,119.6,30.54724,-74.458829431438,137.60620988894,15.055359438913,26.66,26.93,"81,75 Bilhões","10,24 Bilhões",16.39,60.1,"8,14 Bilhões",0.72,1.8115921223234,3.2,Utilidade Pública
EMBR3,"37,38 Bilhões",60,23.1,2.79,951.54,9.57,77.960851113793,68.94,0.88243303333333,-98.719998501112,40.720345037831,-40.933645143848,12.07,5.91,"51,05 Bilhões","2,23 Bilhões",13.74,"7,80 Bilhões",0.6,0,0.38,Bens Industriais,
PSSA3,"36,28 Bilhões",100,11.37,2.32,187.76,22.72,67.827398765481,49.7,30.170817766667,-39.294129242119,45.903210672022,-7.639415146837,20.39,7.79,"32,14 Bilhões","2,87 Bilhões",14.27,11.23,"9,93 Bilhões",0,6.1986929291475,4.43,Financeiro
ENGI11,"34,15 Bilhões",90,5.98,1.22,40.49,12.39,4.7041497167198,47.81,35.966666666667,-24.77166562086,84.096373286843,75.897036784863,20.36,10.73,"23,89 Bilhões","4,53 Bilhões",10.93,23.01,"8,58 Bilhões",2.04,4.0115287396228,6.1,Utilidade Pública
ENGI4,"34,15 Bilhões",80,5.56,1.13,57.96,15.6,20.637539744484,8.89,7.1933333333333,-19.085114360705,16.821414922651,89.217265721609,20.36,10.73,"23,89 Bilhões","4,53 Bilhões",10.93,23.01,"8,58 Bilhões",2.04,4.6877256500859,6.59,Utilidade Pública
ENGI3,"34,15 Bilhões",80,8.05,1.64,32.5,7.33,-9.4811020847278,12.88,7.1933333333333,-44.151138716356,16.821414922651,30.60104753611,20.36,10.73,"23,89 Bilhões","4,53 Bilhões",10.93,23.01,"8,58 Bilhões",2.04,2.5285986683897,4.66,Utilidade Pública
GMAT3,"33,03 Bilhões",90,12.59,1.75,6.43,-0.49742430653991,7.95,4.2293896783333,-46.800129832286,8.0132858428987,0.79604833834842,13.93,4.22,"17,56 Bilhões","1,41 Bilhão",21.67,14.24,"1,52 Bilhão",0.21,3.0303032973396,2.66,Consumo não Cíclico,
BHIA3,"27,85 Bilhões",20,-0.36,0.21,-98.1,-21.97,-39.705882352941,4.51,-100,-100,-57.06,-4.28,"428,84 Milhões","-1,19 Bilhão",-0.74,"1,20 Bilhão",4.66,0,Consumo Cíclico,,,,
NTCO3,"27,76 Bilhões",30,-1.78,0.96,-67.49,11.78,-36.380255941499,10.44,2.9112464492667,-72.114497612388,-100,-53.93,-29.33,"14,48 Bilhões","-8,14 Bilhões",-5.55,"3,69 Bilhões",0.44,1.3893780808345,0.34,Consumo não Cíclico,,
USIM3,"26,50 Bilhões",60,20.54,0.28,20.02,-3.19,-27.357237715803,5.47,8.2124680543,50.136527500914,10.825282906234,97.902795360768,1.38,1.26,"7,56 Bilhões","304,72 Milhões",10.5,-25.09,"6,56 Bilhões",0.33,5.2538717407748,4.48,Materiais Básicos
USIM5,"26,50 Bilhões",70,20.58,0.28,30.13,-3.35,-32.760736196319,5.48,9.0337256930333,64.849008996958,10.825282906234,97.541658872883,1.38,1.26,"7,56 Bilhões","304,72 Milhões",10.5,-25.09,"6,56 Bilhões",0.33,5.4696262299035,4.87,Materiais Básicos
USIM6,"26,50 Bilhões",50,30.16,0.42,-5.39,-4.52,-42.642857142857,8.03,7.9378331930333,-1.1477809086762,10.825282906234,34.810496964309,1.38,1.26,"7,56 Bilhões","304,72 Milhões",10.5,-25.09,"6,56 Bilhões",0.33,2.9362046032128,3.37,Materiais Básicos
TIMS3,"25,75 Bilhões",80,13.99,1.96,97.1,11.21,23.226659973052,19.84,15.468904846667,-22.031729603493,17.963713424568,-9.4570895939113,14.03,13.33,"48,03 Bilhões","3,43 Bilhões",8.32,13.23,"5,33 Bilhões",0.12,4.9313102189976,8.43,Telecomunicações
HAPV3,"23,21 Bilhões",40,-41.09,0.44,-71.53,33.33,-36.703296703297,2.88,0.52867193333333,-81.643335648148,-100,-1.08,-2.28,"21,71 Bilhões","-528,64 Milhões",22.09,"9,48 Bilhões",0.27,0.20563913145807,Saúde,,,
CPLE3,"23,13 Bilhões",80,11.69,1.31,238.78,20.4,44.724329565901,11.54,11.963518733333,3.6700063547054,14.008666960136,21.392261352998,11.2,12.73,"36,02 Bilhões","2,93 Bilhões",4.22,-5.6,"6,06 Bilhões",0.72,8.6169669783832,6.42,Utilidade Pública
CPLE6,"23,13 Bilhões",80,12.66,1.42,249.99,17.77,41.641174030934,12.49,13.1600276,5.3645124099279,14.008666960136,12.159062931433,11.2,12.73,"36,02 Bilhões","2,93 Bilhões",4.22,-5.6,"6,06 Bilhões",0.72,8.70702325792,6.53,Utilidade Pública
CPLE5,"23,13 Bilhões",60,13.58,1.52,184.75,38.63,-24.683038038089,13.4,15.287466433333,14.085570398007,14.008666960136,4.5422907472836,11.2,12.73,"36,02 Bilhões","2,93 Bilhões",4.22,-5.6,"6,06 Bilhões",0.72,4.7660621781057,6.09,Utilidade Pública
AZUL4,"20,24 Bilhões",40,-0.22,-0.05,-92.82,-64.05,-89.236790606654,1.1,-100,-100,-22.66,-31.85,"369,18 Milhões","-6,45 Bilhões",28.65,"1,60 Bilhão",-1.22,0,Bens Industriais,,,,
KLBN3,"20,07 Bilhões",40,13.54,2.84,30.99,8.2,-4.5288994995645,3.96,3.2492587578667,-17.948011164982,3.0224162519415,-23.676357274205,20.94,9,"23,97 Bilhões","2,03 Bilhões",10.93,"6,47 Bilhões",4.19,4.1033336530227,5.89,Materiais Básicos,
KLBN4,"20,07 Bilhões",50,13.1,2.74,32.32,7.58,-8.0265987553167,3.83,3.2492632912,-15.162838349869,3.0224162519415,-21.085737547219,20.94,9,"23,97 Bilhões","2,03 Bilhões",10.93,"6,47 Bilhões",4.19,4.2345497014732,6.07,Materiais Básicos,
KLBN11,"20,07 Bilhões",50,13.2,2.77,31.84,7.82,-7.1974279796964,19.3,16.246362719333,-15.821954822109,15.142423848248,-21.541845345865,20.94,9,"23,97 Bilhões","2,03 Bilhões",10.93,"6,47 Bilhões",4.19,4.2142645005187,6.05,Materiais Básicos,
GOLL4,"20,04 Bilhões",40,-0.39,-0.12,-91.88,-28.97,-16.935483870968,1.03,-100,-100,-30.63,-42.3,"431,21 Milhões","-8,48 Bilhões",25.77,"1,89 Bilhão",-0.79,0,Bens Industriais,,,,
CMIN3,"19,44 Bilhões",70,8.47,2.99,12.05,-1.24,12.740431601626,5.58,12.106599540148,116.96414946502,5.2696774094815,-5.5613367476434,35.3,18.59,"30,61 Bilhões","3,61 Bilhões",7.11,-2.18,"14,30 Bilhões",0.96,13.450181878174,14.8,Materiais Básicos
PCAR3,"18,97 Bilhões",20,-0.79,0.55,-93.93,-17.33,-1.2738853503185,3.1,10.377883333333,234.77043010752,-100,-69.32,-10.1,"1,52 Bilhão","-1,91 Bilhão",-18.03,"2,18 Bilhões",1.65,2.5878033475478,Consumo não Cíclico,,,
PCAR4,"18,97 Bilhões",10,-2.56,1.77,0,-51.267056530214,10,-100,-100,-69.32,-10.1,"1,52 Bilhão","-1,91 Bilhão",-18.03,"2,18 Bilhões",1.65,0,Consumo não Cíclico,,,,,
REDE3,"18,07 Bilhões",50,10.81,3.45,4.57,4.62,4.0118071943584,6.8,10.441741478733,53.555021746074,5.2843873817123,-22.288420857172,31.93,7.35,"14,35 Bilhões","1,82 Bilhão",9.85,8.16,"3,01 Bilhões",3.88,9.091557595473,9.12,Utilidade Pública
BRSR3,"17,85 Bilhões",70,6.83,0.5,38.58,6.31,16.603701649031,12.81,14.883225633333,16.18443117356,33.061034466574,158.0877007539,7.26,4.3,"5,18 Bilhões","767,24 Milhões",16.76,1.07,"2,30 Bilhões",7.1208411629804,7.83,Financeiro,
BRSR5,"17,85 Bilhões",70,9.33,0.68,-4.47,10.76,13.506701010931,17.5,15.8305371,-9.539788,33.061034466574,88.920196951851,7.26,4.3,"5,18 Bilhões","767,24 Milhões",16.76,1.07,"2,30 Bilhões",5.1943930522525,7.27,Financeiro,
BRSR6,"17,85 Bilhões",80,6.65,0.48,54.87,16.98,16.08827440092,12.47,14.696719,17.856607858861,33.061034466574,165.1245747119,7.26,4.3,"5,18 Bilhões","767,24 Milhões",16.76,1.07,"2,30 Bilhões",7.8244421552799,8.2,Financeiro,
CEEB3,"16,40 Bilhões",60,5.28,1.23,63.46,-2.55,-3.0246232303236,37,72.003762201333,94.604762706305,68.764783864999,85.8507672027,23.39,11.21,"11,00 Bilhões","1,76 Bilhão",7.76,7.57,"796,00 Milhões",1.96,11.270315448165,4.52,Utilidade Pública
CEEB5,"16,40 Bilhões",60,5.28,1.23,64.51,4.72,9.9427637145701,37,72.003758432333,94.604752519819,68.764783864999,85.8507672027,23.39,11.21,"11,00 Bilhões","1,76 Bilhão",7.76,7.57,"796,00 Milhões",1.96,11.924151642771,4.52,Utilidade Pública
CEEB6,"16,40 Bilhões",60,8.65,2.02,35.68,44.721923989595,79.204221857,77.103788905477,68.764783864999,53.76079052636,23.39,11.21,"11,00 Bilhões","1,76 Bilhão",7.76,7.57,"796,00 Milhões",1.96,9.528842959789,3.03,Utilidade Pública,,
GGPS3,"15,81 Bilhões",60,16.01,2.89,11.11,-16.005247936493,15.8,4.5366670416667,-71.286917457806,11.028213817296,-30.201178371544,18.07,4.21,"10,66 Bilhões","675,37 Milhões","3,11 Bilhões",1.52,1.2180445611325,2.07,Bens Industriais,,,
MYPK3,"15,67 Bilhões",50,8.36,0.44,25.52,7.74,17.502884695877,12.25,9.795219,-20.039028571429,30.442757759441,148.51230824033,5.23,1.44,"1,88 Bilhão","333,79 Milhões",12.34,"1,93 Bilhão",1.35,5.1211683478421,5.86,Consumo Cíclico,
PRIO3,"15,60 Bilhões",90,3.15,1.34,658.64,15.1,-16.252631578947,39.78,0.24214333333333,-99.39129378247,91.874871428481,130.95744451604,42.58,72.61,"35,66 Bilhões","11,33 Bilhões",52.3,90.39,"4,16 Bilhões",0.83,0.031549619978284,"Petróleo, Gás e Biocombustíveis",
DASA3,"15,42 Bilhões",20,-1.2,0.18,-97.1,1.11,-50.54347826087,1.82,2.27864,25.2,-100,-14.55,-7.38,"1,37 Bilhão","-1,13 Bilhão",16.98,"3,58 Bilhões",1.61,0.48896633654989,Saúde,,,
CAML3,"15,37 Bilhões",60,6.4,0.48,-39.51,16.87,-51.116656049318,4.78,6.0341931233333,26.238349860529,12.912203529994,170.12978096222,7.56,1.7,"1,67 Bilhão","261,36 Milhões",15.53,-10.79,"2,53 Bilhões",1.59,4.0556818684738,5.82,Consumo não Cíclico
LIGT3,"15,07 Bilhões",50,0.99,0.41,-43.18,31.69,23.74245472837,6.15,2.3159294,-62.342611382114,46.067879265276,649.07120756546,41.18,15.41,"2,29 Bilhões","2,32 Bilhões",2.89,27.4,"3,60 Bilhões",0,1.8466321424934,Utilidade Pública,
BPAN4,"15,01 Bilhões",50,14.09,1.36,73.84,9.48,-19.979919678715,7.97,3.8780274665333,-51.342189880385,8.6839507138168,8.9579763339624,9.61,4.78,"10,11 Bilhões","725,31 Milhões",9.37,2.04,"4,40 Milhões",3.376244672082,3.14,Financeiro,
CGAS3,"14,89 Bilhões",70,9.47,11.71,32.81,0.38,25.325120718166,125.54,191.5772236508,52.60253596527,56.553620573753,-54.951712144533,123.69,11.79,"16,71 Bilhões","1,76 Bilhão",12.36,8.83,"1,14 Bilhão",5.98,8.6117460195357,7.91,Utilidade Pública
CGAS5,"14,89 Bilhões",70,9.66,11.94,22.93,-1.14,20.986220638836,128,210.8349051647,64.714769659922,56.553620573753,-55.817483926755,123.69,11.79,"16,71 Bilhões","1,76 Bilhão",12.36,8.83,"1,14 Bilhão",5.98,9.4625633513053,8.53,Utilidade Pública
LREN3,"14,79 Bilhões",80,15.17,1.89,-34.54,42.97,41.127032115024,18.3,9.9589566666667,-45.579471766849,16.242236607069,-11.244608704541,12.45,8.65,"19,39 Bilhões","1,28 Bilhão",14.43,3.12,"1,63 Bilhão",0.04,3.0674073327407,3.8,Consumo Cíclico
MOVI3,"14,03 Bilhões",70,9.73,0.98,-17.56,16.23,4.9617150148336,7.02,8.0057262666667,14.041684710352,10.8,53.846153846154,10.02,1.86,"2,54 Bilhões","261,41 Milhões",27.98,19.11,"3,04 Bilhões",7.66,5.6537422547711,2.57,Consumo Cíclico
ENEV3,"13,81 Bilhões",40,47.41,1.21,66.15,16.92,14.803149606299,14.58,-100,9.1792156527669,-37.042416647689,2.55,3.53,"23,10 Bilhões","951,63 Milhões",33.61,-1.12,"4,77 Bilhões",1,0,Utilidade Pública,,
RAIL3,"13,76 Bilhões",30,-24.29,2.38,-7.18,-0.95,-7.9271294928607,18.7,0.5923683,-96.832255080214,-100,-9.78,-10.38,"34,69 Bilhões","-1,41 Bilhão",14.58,"7,85 Bilhões",1.44,0.18185313238693,0.47,Bens Industriais,,
AMER3,"13,74 Bilhões",30,0.15,0.24,-99.94,-7.59,-89.88679245283,5.36,206.98766666667,3761.710199005,135.7029200128,2431.7708957612,163.84,53.38,"1,07 Bilhão","7,33 Bilhões",6.29,"863,00 Milhões",0.41,1.2869699481865,Consumo Cíclico,,
